name,category,subcategory,address,phone,rating,reviews,website,profileUrl,placeId,verified,claimEmail
Jo Auto Service,Auto Services,,"3211 Wolfedale Rd Unit 3, Mississauga, ON L5C 1V8, Canada",(905) 275-5858,4.9,576,https://joautoservice.com/,https://mississaugainsider.ca/directory/auto/jo-auto-service-zzuzxm/,ChIJR4HMTLZGK4gRmExdZWq-p8U,no,
Royal Windsor Auto Service,Auto Services,,"2133 Royal Windsor Dr, Mississauga, ON L5J 1K5, Canada",(905) 822-2886,4.9,481,https://royalwindsorauto.ca/,https://mississaugainsider.ca/directory/auto/royal-windsor-auto-service-e7b0eu/,ChIJa4spiolEK4gRanlBGNuI_sQ,no,
One World Auto Services,Auto Services,,"3555 Hawkestone Rd Unit C, Mississauga, ON L5C 2V1, Canada",(416) 887-6885,4.9,443,,https://mississaugainsider.ca/directory/auto/one-world-auto-services-oomety/,ChIJx_IiqzVBK4gRhvs0v3yzkf0,no,
Stella Automotive,Auto Services,,"1146 Westport Crescent #8, Mississauga, ON L5T 1G1, Canada",(416) 562-8985,4.9,344,http://stellaauto.ca/,https://mississaugainsider.ca/directory/auto/stella-automotive-c3azqr/,ChIJYWVY5zA_K4gR_R9V1HXo4nI,no,
Shah Motors & Auto Mechanic – DriveON Safety Inspection Centre - 24 Hour Mechanic & Oil Change,Auto Services,,"1400 Aimco Blvd Unit # 25, Mississauga, ON L4W 1B2, Canada",(647) 564-4339,4.9,313,http://www.shahmotors.ca/,https://mississaugainsider.ca/directory/auto/shah-motors-and-auto-mechanic-driveon-safety-inspection-cent-bnn4z0/,ChIJ_QmP3sJrK4gRENb0UHMLsW0,no,
Autotex Service Centre Ltd.,Auto Services,,"909 Lakeshore Rd E, Mississauga, ON L5E 1E2, Canada",(905) 990-8585,4.9,280,http://www.autotex.ca/,https://mississaugainsider.ca/directory/auto/autotex-service-centre-ltd-o5vnch/,ChIJQ4QCEMVHK4gReG7Qx9iJTcg,no,
Next Auto Services,Auto Services,,"2175 Dunwin Dr Unit 1A, Mississauga, ON L5L 1X2, Canada",(647) 889-7102,4.9,256,,https://mississaugainsider.ca/directory/auto/next-auto-services-h61igk/,ChIJF4GRnupDK4gRXpfirvfKbaE,no,
Fewster Automotive,Auto Services,,"1075 Fewster Dr Unit 1, Mississauga, ON L4W 1A2, Canada",(905) 614-0288,4.9,249,http://fewsterautomotive.com/,https://mississaugainsider.ca/directory/auto/fewster-automotive-fdokjk/,ChIJefT6uZ44K4gR2KMKBw5qc18,no,
My Garage Inc. Mississauga Mechanic & Auto Repair Shop,Auto Services,,"3300 Mavis Rd Unit 2, Mississauga, ON L5C 1T8, Canada",(905) 566-0114,4.9,197,https://www.mississaugamechanic.com/,https://mississaugainsider.ca/directory/auto/my-garage-inc-mississauga-mechanic-and-auto-repair-shop-pwuuew/,ChIJlZxK-Q5HK4gRSHVcMiXweSU,no,
Carlito Auto Repair,Auto Services,,"2570 Haines Rd UNIT 15, Mississauga, ON L4Y 4A3, Canada",(647) 273-6144,4.9,162,,https://mississaugainsider.ca/directory/auto/carlito-auto-repair-nta57o/,ChIJMSKe5chGK4gRJ_gaFx0vi0Y,no,
Topline Auto Repair,Auto Services,,"2320 Dixie Rd #1, Mississauga, ON L4Y 1Z4, Canada",(905) 306-0763,4.9,161,,https://mississaugainsider.ca/directory/auto/topline-auto-repair-z6sfrl/,ChIJC3Y2r_RHK4gRDEdU3V-T388,no,
Schueler Auto Service,Auto Services,,"64 Thomas St Unit 4, Mississauga, ON L5M 1Y7, Canada",(905) 858-2449,4.9,148,http://www.schuelerautoservice.com/,https://mississaugainsider.ca/directory/auto/schueler-auto-service-hnn6kn/,ChIJybvRKb9BK4gRVW6fD86VTa8,no,
HPower Auto Repair,Auto Services,,"2458 Haines Rd, Mississauga, ON L4Y 1Y6, Canada",(905) 273-4999,4.9,121,https://www.facebook.com/groups/245621047143427,https://mississaugainsider.ca/directory/auto/hpower-auto-repair-y6v0hp/,ChIJpYQJO81HK4gRzn5SUcfb6Xw,no,
NEXTUNE,Auto Services,,"3555 Hawkestone Rd, Mississauga, ON L5C 2V1, Canada",(647) 564-2228,4.9,120,,https://mississaugainsider.ca/directory/auto/nextune-u5c1ly/,ChIJ851DjItHK4gR5MS7rMgeVR4,no,
Deniese Auto Tech,Auto Services,,"6295 Mississauga Rd, Mississauga, ON L5N 1A5, Canada",(905) 593-8899,4.9,99,,https://mississaugainsider.ca/directory/auto/deniese-auto-tech-x82efo/,ChIJmdpd7NJBK4gRzHUZYQwrw4k,no,
Sid Mobile Mechanic,Auto Services,,"3921 Burdette Terrace, Mississauga, ON L5M 7Z1, Canada",(905) 236-0786,4.9,92,,https://mississaugainsider.ca/directory/auto/sid-mobile-mechanic-5zkt0v/,ChIJk_KKrEppK4gRGzffQk2KtAc,no,
Unity Pro Auto Service,Auto Services,,"3105 Unity Dr Unit 1, Mississauga, ON L5L 4X4, Canada",(905) 569-8400,4.9,82,https://www.facebook.com/UnityProAuto,https://mississaugainsider.ca/directory/auto/unity-pro-auto-service-r0064s/,ChIJn6pYOzhCK4gRxWz1gT0T2GY,no,
Way Better Automotive,Auto Services,,"3443 Wolfedale Rd #1, Mississauga, ON L5C 1V8, Canada",(905) 609-4044,4.9,81,,https://mississaugainsider.ca/directory/auto/way-better-automotive-ldoqww/,ChIJoVVEVedHK4gRlszcMBdzyDI,no,
Mo's Onsite Auto Fix,Auto Services,,"55 Elm Dr W, Mississauga, ON L5B 3Z3, Canada",(647) 770-1746,4.9,64,https://mechanicsondemand.ca/,https://mississaugainsider.ca/directory/auto/mo-s-onsite-auto-fix-prud8q/,ChIJu50DHXdHK4gRiBQcXZ8vYGE,no,
STR Auto,Auto Services,,"473 Hensall Cir, Mississauga, ON L5A 1X9, Canada",(647) 618-3604,4.9,47,,https://mississaugainsider.ca/directory/auto/str-auto-767cmg/,ChIJb-LQCbFHK4gR5xASXd8DN5g,no,
1Click Auto Mobile Services,Auto Services,,"Mississauga Rd, Mississauga, ON L4T 1A6, Canada",(365) 998-9930,4.9,22,https://automobileservices.ca/,https://mississaugainsider.ca/directory/auto/1click-auto-mobile-services-i703v9/,ChIJw2uxbXE7K4gRb1sDffP98J0,no,
Johnston & Magwood Tires and Auto,Auto Services,,"700 Burnhamthorpe Rd W, Mississauga, ON L5C 2R9, Canada",(905) 277-3143,4.8,1561,http://www.johnstonandmagwood.ca/,https://mississaugainsider.ca/directory/auto/johnston-and-magwood-tires-and-auto-vrt36o/,ChIJCbBkYC1BK4gRs4zdXV-if1M,no,
mechaniQ - Winston Churchill Auto Repair and Tires,Auto Services,,"3087 Winston Churchill Blvd, Mississauga, ON L5L 2V8, Canada",(905) 828-4463,4.8,684,http://www.mechaniq.ca/,https://mississaugainsider.ca/directory/auto/mechaniq-winston-churchill-auto-repair-and-tires-dcj32e/,ChIJDSScRKVDK4gRI4zf_OccBDo,no,
Sal's Auto Service Centre,Auto Services,,"526 South Service Rd Between Cawthra, Hurontario St, Mississauga, ON L5G 2S6, Canada",(905) 274-2205,4.8,681,http://www.salsautos.ca/,https://mississaugainsider.ca/directory/auto/sal-s-auto-service-centre-cpvs0v/,ChIJR5vf7EtGK4gRnBHY9i67vhU,no,
NewCastle Auto Repairs,Auto Services,,"57 Queen St N, Mississauga, ON L5N 1A2, Canada",(437) 900-8911,4.8,470,https://www.newcastleautorepairs.ca/,https://mississaugainsider.ca/directory/auto/newcastle-auto-repairs-pw6tqu/,ChIJi3hMNyNBK4gR5wwNMp4zg6o,no,
T&T Auto,Auto Services,,"1625 Trinity Dr #5, Mississauga, ON L5T 1K4, Canada",(289) 562-0009,4.8,421,,https://mississaugainsider.ca/directory/auto/t-and-t-auto-bdnw08/,ChIJlX497NQ4K4gRiz6GtWNKt8s,no,
Lakeshore Auto Clinic,Auto Services,,"456 Lakeshore Rd E, Mississauga, ON L5G 1J1, Canada",(905) 817-8166,4.8,308,http://lakeshoreautoclinic.com/,https://mississaugainsider.ca/directory/auto/lakeshore-auto-clinic-xr6a25/,ChIJX99_JSNGK4gRjdUpWsj-F5s,no,
Independent Automotive Repairs Ltd,Auto Services,,"6295 Mississauga Rd, Mississauga, ON L5N 1A5, Canada",(905) 858-3398,4.8,215,,https://mississaugainsider.ca/directory/auto/independent-automotive-repairs-ltd-0deuu4/,ChIJmdpd7NJBK4gRs-LrQQYqM50,no,
Auto Trust Centre,Auto Services,,"5040 Maingate Dr #1, Mississauga, ON L4W 1X5, Canada",(905) 206-1276,4.8,181,http://www.autotrustcentre.ca/,https://mississaugainsider.ca/directory/auto/auto-trust-centre-rxp086/,ChIJr3IFopg4K4gRxXXOSxQMOnc,no,
Kerr's Auto Body & Repair,Auto Services,,"3364 Mavis Rd #5, Mississauga, ON L5C 1T8, Canada",(905) 272-8844,4.8,152,https://exoticautomotive.ca/index.html,https://mississaugainsider.ca/directory/auto/kerr-s-auto-body-and-repair-35qxn3/,ChIJa9rQOclGK4gR_AUHW75CELY,no,
Woodchester Auto Service,Auto Services,,"3090 Woodchester Dr #2, Mississauga, ON L5L 1W9, Canada",(905) 569-9559,4.8,142,https://www.woodchesterauto.com/,https://mississaugainsider.ca/directory/auto/woodchester-auto-service-5enmdk/,ChIJZy7G7rtDK4gRY8mI7O-r4kk,no,
5 Speed Auto & Repair,Auto Services,,"1400 Aimco Blvd Unit 37, Mississauga, ON L4W 1B2, Canada",(905) 921-0955,4.8,137,https://5speedauto.ca/,https://mississaugainsider.ca/directory/auto/5-speed-auto-and-repair-5my0qs/,ChIJB8PVSR93LIgRLoeXKXBJgDo,no,
All Pro Auto Service & Glass,Auto Services,,"7, 2485 Dunwin Dr #7, Mississauga, ON L5L 1T1, Canada",(905) 607-8669,4.8,129,https://allproauto.ca/,https://mississaugainsider.ca/directory/auto/all-pro-auto-service-and-glass-ddmfws/,ChIJfaRnbrlDK4gR3OkmBSXdMDw,no,
Nico's Auto Repairs & Services Inc,Auto Services,,"3364 Mavis Rd, Mississauga, ON L5C 1T8, Canada",(905) 306-0704,4.8,106,,https://mississaugainsider.ca/directory/auto/nico-s-auto-repairs-and-services-inc-ui5dqq/,ChIJa9rQOclGK4gRb4ljM4wQXFQ,no,
Complete Auto Repair Specialist,Auto Services,,"3545 Hawkestone Rd #7, Mississauga, ON L5C 2V1, Canada",(647) 530-7760,4.8,98,,https://mississaugainsider.ca/directory/auto/complete-auto-repair-specialist-cim7ld/,ChIJXUs4LiZBK4gRzMjVzo7c87M,no,
Fam's Automotive Inc.,Auto Services,,"1885 Sismet Rd Unit 6N, Mississauga, ON L4W 1W8, Canada",(647) 785-4560,4.8,70,,https://mississaugainsider.ca/directory/auto/fam-s-automotive-inc-dab87r/,ChIJX4BftBQ5K4gRYN2rD0T7K-I,no,
BHZ Auto - Mechanics in Mississauga | Auto Repairs and Car service | 15+ years Auto dealership experience professionals,Auto Services,,"3545 Hawkestone Rd #1, Mississauga, ON L5C 2V1, Canada",(416) 936-4630,4.8,52,https://bhzauto.ca/,https://mississaugainsider.ca/directory/auto/bhz-auto-mechanics-in-mississauga-auto-repairs-and-car-servi-dm7w7c/,ChIJzeUTq3pBK4gRPpuYdyHFFfw,no,
J & J Auto Repair & Sales,Auto Services,,"100 Emby Dr, Mississauga, ON L5M 1H6, Canada",(437) 980-8637,4.8,6,,https://mississaugainsider.ca/directory/auto/j-and-j-auto-repair-and-sales-vnn39u/,ChIJCyAlDYFBK4gRfqNI4isskgU,no,
TJF Auto Services Inc.,Auto Services,,"3211 Wolfedale Rd #1, Mississauga, ON L5C 1V8, Canada",(905) 848-6872,4.7,978,https://tjfauto.com/,https://mississaugainsider.ca/directory/auto/tjf-auto-services-inc-6k5ddc/,ChIJE4F3AcpGK4gR55BMQPvINWE,no,
Speedy Auto Service Erin Mills,Auto Services,,"2145 Dundas St W, Mississauga, ON L5K 2E2, Canada",(905) 828-2351,4.7,346,https://www.speedy.com/en-ca/shop/erin-mills/,https://mississaugainsider.ca/directory/auto/speedy-auto-service-erin-mills-e2bw2v/,ChIJ36BmDetDK4gRcYwenB2B3C8,no,
Ken Champ Auto Inc,Auto Services,,"40 Queen St N, Mississauga, ON L5N 1A1, Canada",(905) 813-0358,4.7,172,http://www.kenchampauto.com/,https://mississaugainsider.ca/directory/auto/ken-champ-auto-inc-ce4o85/,ChIJTzAHm85BK4gRGWPw7kE5Zs8,no,
AEZ Auto Repair Centre,Auto Services,,"5235 Mississauga Rd, Mississauga, ON L5M 2L9, Canada",(905) 463-0260,4.7,102,https://trusted-wheel-fix.lovable.app/,https://mississaugainsider.ca/directory/auto/aez-auto-repair-centre-867brj/,ChIJN_KYhItBK4gRROmjpqRr0SU,no,
Meadowvale Auto Repair,Auto Services,,"1705 Argentia Rd Unit# 4, Mississauga, ON L5N 3A9, Canada",(905) 821-4992,4.6,440,https://marsautoservice.ca/?utm_source=google&utm_medium=organic&utm_campaign=google-maps,https://mississaugainsider.ca/directory/auto/meadowvale-auto-repair-e454cq/,ChIJ5TyDEiVAK4gRupxhBX7Kujg,no,
Master Mechanic Meadowvale,Auto Services,,"6707 Winston Churchill Blvd, Mississauga, ON L5N 3W2, Canada",(905) 821-2353,4.6,436,https://mastermechanic.ca/location/mississaugameadowvale/?utm_source=google_business_profile&utm_medium=organic&utm_campaign=shop_listing&utm_content=mississaugameadowvale,https://mississaugainsider.ca/directory/auto/master-mechanic-meadowvale-5jvj7n/,ChIJqwDt30FqK4gRoJgOXPUbNnc,no,
Master Mechanic Erin Mills,Auto Services,,"2292 Dundas St W, Mississauga, ON L5K 1R5, Canada",(905) 822-2555,4.6,249,https://mastermechanic.ca/location/mississaugaerinmills/?utm_source=google_business_profile&utm_medium=organic&utm_campaign=shop_listing&utm_content=mississaugaerinmills,https://mississaugainsider.ca/directory/auto/master-mechanic-erin-mills-c7q8rn/,ChIJ2dxpbpVDK4gRga78thJGykA,no,
KD Auto Service,Auto Services,,"1056 Old Derry Rd, Mississauga, ON L5W 1A1, Canada",(905) 564-0855,4.6,192,,https://mississaugainsider.ca/directory/auto/kd-auto-service-9hoxep/,ChIJgTnuYgVAK4gRUJNeJDsmg2s,no,
Erin Mills Automotive,Auto Services,,"3233 Erin Mills Pkwy, Mississauga, ON L5L 1R1, Canada",(905) 412-3051,4.6,171,,https://mississaugainsider.ca/directory/auto/erin-mills-automotive-5ryosm/,ChIJjYsTBOxDK4gR47E246IKHVk,no,
ST Auto Repairs,Auto Services,,"3427 Wolfedale Rd, Mississauga, ON L5C 1V8, Canada",(905) 804-9900,4.6,160,,https://mississaugainsider.ca/directory/auto/st-auto-repairs-jylj4d/,ChIJRbLYA8pGK4gR9a5cl3mTlmw,no,
Best Auto sales and repairs,Auto Services,,"1160 Crestlawn Dr, Mississauga, ON L4W 2Z8, Canada",(905) 625-2004,4.6,125,,https://mississaugainsider.ca/directory/auto/best-auto-sales-and-repairs-qo4rd9/,ChIJo4wBYcY5K4gRYEyS9FMe34I,no,
Right-Tech Auto Repair & Service,Auto Services,,"3375 Derry Rd E, Mississauga, ON L4V 1Y3, Canada",(905) 671-3427,4.5,702,https://www.righttech.ca/,https://mississaugainsider.ca/directory/auto/right-tech-auto-repair-and-service-he31ny/,ChIJnY9fNu87K4gRiC17hrFV1A0,no,
Best Auto Repair Service Inc,Auto Services,,"3635 Hawkestone Rd, Mississauga, ON L5C 2V1, Canada",(905) 275-3341,4.5,394,,https://mississaugainsider.ca/directory/auto/best-auto-repair-service-inc-39gsn4/,ChIJX9RvgzRBK4gR1vqWejP4-pY,no,
Flomax Auto Mechanic,Auto Services,,"6237 Mississauga Rd, Mississauga, ON L5N 1H4, Canada",(905) 363-0402,4.5,230,,https://mississaugainsider.ca/directory/auto/flomax-auto-mechanic-xetdrj/,ChIJETKPhM1BK4gRv8VroGhcQa4,no,
Professional Auto Repair,Auto Services,,"885 Central Pkwy W, Mississauga, ON L5C 2V9, Canada",(905) 276-5523,4.5,198,,https://mississaugainsider.ca/directory/auto/professional-auto-repair-vnez61/,ChIJ8_jVQTVBK4gRpLxiEFXAc_8,no,
Mississauga Auto Centre,Auto Services,,"1800 Lakeshore Rd W, Mississauga, ON L5J 1J7, Canada",(905) 823-5535,4.5,138,http://www.mac.ca/,https://mississaugainsider.ca/directory/auto/mississauga-auto-centre-dxuzsq/,ChIJ7_TpRVxEK4gROZtA8AhcSew,no,
Collegeway Auto,Auto Services,,"3405 Glen Erin Dr, Mississauga, ON L5L 3Z7, Canada",(905) 820-8044,4.4,119,https://collegewayauto.ca/,https://mississaugainsider.ca/directory/auto/collegeway-auto-a2yhcv/,ChIJfURQZshDK4gROdkTdt7hg5I,no,
L A Auto Repair,Auto Services,,"66 Thomas St #14, Mississauga, ON L5M 2P3, Canada",(905) 814-8711,4.1,76,,https://mississaugainsider.ca/directory/auto/l-a-auto-repair-k3pso6/,ChIJ11HsvJhBK4gR7GflSF1-_Xw,no,
